event_id,event_name,event_type,rarity,trigger_scene,unlock_sect_level,unlock_realm,event_content,opt1_desc,opt1_reward,opt1_punish,opt2_desc,opt2_reward,opt2_punish,opt3_desc,opt3_reward,opt3_punish,trigger_weight,cooldown_hour,is_counted_in_balance,base_value,level_factor,min_value,max_value,display_level,weight_decay,trigger_type,触发周期
A022,海市蜃楼,昼夜专属,优秀,登录,1,练气,山门外出现海市蜃楼，似有仙宫,组织弟子观看,弟子眼界提升，心境+,无,禁止围观,无,无,,,,6,2160,true,,,,,,,monthly,
A023,岁星当值,昼夜专属,普通,登录,1,练气,今日岁星当值，主生长,重点培育药田,草药产出+20%当日,无,重点培养弟子,弟子修炼速度+20%当日,无,,,,10,2160,true,,,,,,,monthly,
A024,荧惑守心,昼夜专属,优秀,登录,1,练气,荧惑星犯心宿，主兵灾,加强戒备,消耗物资，降低遇袭概率,无,不信天象,后续小概率遭遇劫掠事件,无,,,,6,2160,true,,,,,,,monthly,
A025,先天一气,昼夜专属,传说,登录,1,练气,子夜时分先天一气升腾,亲自打坐吸收,宗主修为小幅提升,无,引导给弟子,全体弟子修为+15,无,,,,0.5,4320,true,,,,,,,monthly,
S001,工匠偷懒,宗门常驻,普通,宗门内,1,练气,建筑升级时发现工匠偷奸耍滑,严厉斥责扣工钱,节省10%成本,工匠好感-,好言安抚提效率,增加5%成本，建造速度+10%,无,,,,10,2160,true,,,,,,,monthly,
S002,地基灵脉,宗门常驻,优秀,宗门内,1,练气,挖地基时挖到一条细小灵脉,引灵入建筑,该建筑产能永久+2%,无,回填保护,无即时收益，地脉缓慢壮大,无,,,,6,2160,true,,,,,,,monthly,
S003,建材短缺,宗门常驻,普通,宗门内,1,练气,建造中途建材不够了,加急采购,多花30%灵石，不耽误工期,无,停工等料,节省成本，工期延长2天,无,,,,10,2160,true,,,,,,,monthly,
S004,村民帮忙,宗门常驻,普通,宗门内,1,练气,山下村民主动来帮忙建设,管饭发赏钱,消耗物资灵石，建造速度+30%,无,婉言谢绝,工期不变，村民略有失望,无,,,,10,2160,true,,,,,,,monthly,
S005,祖传手艺,宗门常驻,稀有,宗门内,1,练气,工匠头说自己有祖传工艺，能提升建筑品质,加价请他做,多花50%成本，建筑等级上限+1,无,按常规来,无,无,,,,2,2160,true,,,,,,,monthly,
S006,设计分歧,宗门常驻,普通,宗门内,1,练气,执事和工匠对建筑设计有分歧,听执事的,符合宗门规划，执事好感+,无,听工匠的,建造更实用，工匠好感+,无,,,,10,2160,true,,,,,,,monthly,
S007,挖出古墓,宗门常驻,优秀,宗门内,1,练气,施工时挖出一座凡人古墓,原地封存,无收益，名声好,无,开墓取宝,获得陪葬宝物，有损阴德,无,,,,6,2160,true,,,,,,,monthly,
S008,建材以次充好,宗门常驻,普通,宗门内,1,练气,发现供应商的建材质量不行,退货索赔,耽误工期，挽回损失,无,凑合用,建筑耐久下降，后续易损坏,无,,,,10,2160,true,,,,,,,monthly,
S009,宗门牌匾,宗门常驻,稀有,宗门内,1,练气,宗门升级该换新牌匾了,请名家题写,消耗50灵石，宗门声望+,无,自己题写,节省成本，弟子好感+,无,,,,2,2160,true,,,,,,,monthly,
S010,门规修订,宗门常驻,普通,宗门内,1,练气,宗门升级后需要修订门规,严格管理,效率+5%,弟子好感-3,宽松管理,弟子好感+5,效率-3%,,,,10,2160,true,,,,,,,monthly,
S011,库房扩容,宗门常驻,普通,宗门内,1,练气,升级库房时考虑扩容方案,优先扩容量,存储上限+30%,无,优先做防潮,物资损耗率降低,无,,,,10,2160,true,,,,,,,monthly,
S012,丹房通风,宗门常驻,优秀,宗门内,1,练气,丹房升级发现通风不好,加装通风阵,消耗灵石，炼丹成功率+1%,无,凑合用,炼丹失败率小幅上升,无,,,,6,2160,true,,,,,,,monthly,
S013,演武场地面,宗门常驻,普通,宗门内,1,练气,演武场地面不耐磨损,铺青石板加固,消耗矿石，演武场耐久提升,无,定期修补,节省成本，每月消耗少量矿石,无,,,,10,2160,true,,,,,,,monthly,
S014,山门选址,宗门常驻,优秀,宗门内,1,练气,宗门扩建，山门选址有两处,选官道旁,访客更多，香火旺（铺垫S1）,无,选险要处,易守难攻，遇袭防御高,无,,,,6,2160,true,,,,,,,monthly,
S015,灵田分块,宗门常驻,普通,宗门内,1,练气,灵田升级重新规划区块,按药品种类分,管理方便，产出+5%,无,按品质等级分,高阶药草成功率提升,无,,,,10,2160,true,,,,,,,monthly,
S016,聚灵阵阵盘,宗门常驻,稀有,宗门内,1,练气,升级聚灵阵时发现古阵盘残片,尝试融入阵法,30%概率聚灵阵等级+1，70%失败损坏,无,正常升级,稳妥无风险,无,,,,2,2160,true,,,,,,,monthly,
S017,弟子宿舍,宗门常驻,普通,宗门内,1,练气,升级弟子宿舍改善住宿,大通铺改单间,弟子好感+8，建造成本高,无,维持通铺,成本低，好感无变化,无,,,,10,2160,true,,,,,,,monthly,
S018,宗门旗帜,宗门常驻,优秀,宗门内,1,练气,定制宗门旗帜,用料考究,消耗灵石，士气提升,无,普通布料,节省成本,无,,,,6,2160,true,,,,,,,monthly,
S019,防火设施,宗门常驻,普通,宗门内,1,练气,丹房、库房周边加装防火设施,全面加装,消耗灵石，杜绝火灾隐患,无,简单准备,低成本，小概率火灾,无,,,,10,2160,true,,,,,,,monthly,
S020,议事大厅,宗门常驻,优秀,宗门内,1,练气,升级议事大厅,修得威严气派,宗门声望+，访客更敬重,无,实用为主,节省成本，功能不受影响,无,,,,6,2160,true,,,,,,,monthly,
S021,后山通路,宗门常驻,普通,宗门内,1,练气,开辟后山通路方便采药采矿,修宽路,效率+15%，成本高,无,修小路,成本低，效率+5%,无,,,,10,2160,true,,,,,,,monthly,
S022,护山大阵,宗门常驻,优秀,宗门内,1,练气,宗门升级后可加装基础护山大阵,装基础阵法,消耗大量灵石，提升防御能力,无,暂时不装,节省资源，后续再补,无,,,,6,2160,true,,,,,,,monthly,
S023,功德碑,宗门常驻,优秀,宗门内,1,练气,立一块宗门功德碑记录事迹,立碑,消耗灵石，弟子归属感+,无,没必要,无,无,,,,6,2160,true,,,,,,,monthly,
S024,污水排放,宗门常驻,普通,宗门内,1,练气,丹房废水污染了山涧,修建污水处理,消耗灵石，保护环境，凡人好感+,无,直接排走,节省成本,凡人好感-,,,,10,2160,true,,,,,,,monthly,
S025,宗门禁地,宗门常驻,稀有,宗门内,1,练气,划定一块区域作为宗门禁地,封存管控,增加神秘感，后续可解锁内容,无,不设禁地,无,无,,,,2,2160,true,,,,,,,monthly,
T001,前辈洞府,野外历练,优秀,历练结算,1,练气,弟子在后山发现一位前辈修士的洞府,全员探索,获得大量资源+低阶功法,无,谨慎探查,获得中等资源，无风险,无,,,,6,2160,true,,,,,,,monthly,
T002,玄铁原石,野外历练,优秀,历练结算,1,练气,矿洞深处挖出一大块玄铁原石,锻造装备,获得一件中阶装备,无,收藏备用,获得特殊材料「玄铁原石」,无,,,,6,2160,true,,,,,,,monthly,
T003,古丹方,野外历练,优秀,历练结算,1,练气,整理旧物时翻出一张上古丹方,研究炼制,解锁高阶丹药配方,无,卖给丹师,获得大量灵石,无,,,,6,2160,true,,,,,,,monthly,
T004,隐世高人,野外历练,传说,历练结算,1,练气,一位隐世高人路过宗门，指点了两句,虚心求教,全体弟子修为+50，功法领悟提升,无,奉为上宾,消耗大量物资，高人多留几天指点,无,,,,0.5,4320,true,,,,,,,monthly,
T005,储物戒,野外历练,优秀,历练结算,1,练气,历练时捡到一枚无主储物戒,滴血认主,获得随机资源+道具,无,上交宗门,弟子好感大幅提升,无,,,,6,2160,true,,,,,,,monthly,
T006,灵根果,野外历练,稀有,历练结算,1,练气,发现一颗传说中的灵根果,给天赋最高的弟子用,该弟子灵根品质提升,无,留着镇宗,宗门声望大幅提升,无,,,,2,2160,true,,,,,,,monthly,
T007,传承玉瞳,野外历练,优秀,历练结算,1,练气,获得一枚记载功法的传承玉瞳,宗主吸收,宗主获得高阶功法心得,无,放入藏经阁,全体弟子修炼速度小幅永久提升,无,,,,6,2160,true,,,,,,,monthly,
T008,万年钟乳,野外历练,稀有,历练结算,1,练气,山洞深处发现万年钟乳石液,分给弟子,全体弟子根基强化,无,用来炼丹,解锁顶级丹药炼制,无,,,,2,2160,true,,,,,,,monthly,
T009,上古法阵,野外历练,稀有,历练结算,1,练气,发现一座上古护山法阵遗迹,修复启用,消耗巨量灵石，获得高阶护山大阵,无,研究学习,获得阵法知识，后续可自行搭建,无,,,,2,2160,true,,,,,,,monthly,
T010,妖丹,野外历练,优秀,历练结算,1,练气,猎杀到一头百年妖兽，获得妖丹,入药炼丹,获得大量高阶丹药材料,无,给弟子吸收,一名弟子修为大幅提升,无,,,,6,2160,true,,,,,,,monthly,
T011,黄金矿脉,野外历练,稀有,历练结算,1,练气,发现一条小型黄金矿脉,开采变现,获得大量灵石,无,隐瞒不报,宗主私库获得额外灵石,无,,,,2,2160,true,,,,,,,monthly,
T012,道书残卷,野外历练,优秀,历练结算,1,练气,获得一卷古道家道书残卷,研读参悟,宗门整体修炼效率永久+1%,无,收藏起来,获得稀有典籍,无,,,,6,2160,true,,,,,,,monthly,
T013,灵植幼苗,野外历练,优秀,历练结算,1,练气,发现一株罕见的高阶灵植幼苗,精心培育,成熟后可持续产出高阶药材,无,直接服用,立即获得大量灵气,无,,,,6,2160,true,,,,,,,monthly,
T014,仙剑残片,野外历练,稀有,历练结算,1,练气,挖到一柄上古仙剑的残片,重铸新剑,获得一把中阶上品飞剑,无,拆解研究,获得锻造知识，装备锻造水平提升,无,,,,2,2160,true,,,,,,,monthly,
T015,聚灵宝玉,野外历练,优秀,历练结算,1,练气,获得一块天然聚灵宝玉,嵌入聚灵阵,聚灵阵效率永久+4%,无,佩戴在身,宗主修炼速度+6%,无,,,,6,2160,true,,,,,,,monthly,
T016,秘境钥匙,野外历练,传说,历练结算,1,练气,获得一把疑似秘境入口的钥匙,组织人手探索,20%概率开启秘境，80%钥匙失效,无,收藏起来,后续版本可触发对应秘境,无,,,,0.5,4320,true,,,,,,,monthly,
T017,神兽精血,野外历练,稀有,历练结算,1,练气,偶然获得一滴神兽精血,给弟子炼体,一名弟子获得神兽血脉雏形,无,入药,获得一瓶神级丹药,无,,,,2,2160,true,,,,,,,monthly,
T018,凡界宝藏,野外历练,优秀,历练结算,1,练气,发现前朝贵族埋藏的宝藏,全部起出,获得巨额灵石+凡俗宝物,无,留一部分,获得中等灵石，凡人好感大幅+,无,,,,6,2160,true,,,,,,,monthly,
T019,木灵精华,野外历练,优秀,历练结算,1,练气,千年古树孕育出木灵精华,滋养灵田,灵田等级永久+1,无,滋养弟子,全体弟子木属性灵根小幅强化,无,,,,6,2160,true,,,,,,,monthly,
T020,雷劫余韵,野外历练,优秀,历练结算,1,练气,远处有人渡劫，雷劫余韵飘到宗门,借雷淬体,弟子随机获得雷属性感悟,无,开阵防御,无收益，无风险,无,,,,6,2160,true,,,,,,,monthly,
T021,空间碎片,野外历练,稀有,历练结算,1,练气,空间裂缝掉落一小块空间碎片,研究储物,扩容背包/库房存储上限,无,收藏,稀有道具，后续可用,无,,,,2,2160,true,,,,,,,monthly,
T022,金丹遗物,野外历练,优秀,历练结算,1,练气,发现一位金丹前辈的衣冠冢,厚拜前辈,获得前辈心得，弟子突破概率提升,无,搜刮遗物,获得中阶装备+功法，有损心境,无,,,,6,2160,true,,,,,,,monthly,
T023,先天道胎,野外历练,稀有,历练结算,1,练气,山下捡到一名先天道胎婴儿,收入宗门培养,获得一名顶级天赋弟子,无,送予凡人抚养,积德行善，气运+,无,,,,2,2160,true,,,,,,,monthly,
T024,星辰砂,野外历练,稀有,历练结算,1,练气,流星坠落处收集到星辰砂,锻造法器,获得一件低阶法器,无,布置星阵,夜间修炼速度+3%,无,,,,2,2160,true,,,,,,,monthly,
T025,宗门气运,野外历练,传说,历练结算,1,练气,种种机缘汇聚，宗门气运上涨,稳固气运,全事件正向概率永久小幅提升,无,借势发展,一年内全效率+10%，之后气运回落,无,,,,0.5,4320,true,,,,,,,monthly,
F001,正道借粮,阵营专属,优秀,宗门内,3,练气,正道盟下属宗门派人来借粮草,慷慨借予,正道声望+，后续可讨还,无,婉言拒绝,节省物资，正道好感小幅下降,无,,,,6,2160,true,,,,,,,monthly,
F002,邪修逃犯,阵营专属,优秀,宗门内,3,练气,一名被正道追杀的邪修逃入宗门范围,拿下送官,正道声望大幅+，获得悬赏灵石,无,偷偷放走,邪道声望+，邪修私下赠宝,无,,,,6,2160,true,,,,,,,monthly,
F003,邪修交易,阵营专属,优秀,宗门内,3,练气,邪修商人上门兜售违禁丹药,秘密交易,获得稀有丹药，邪道声望+,无,直接驱离,正道声望小幅+,无,,,,6,2160,true,,,,,,,monthly,
F004,正道悬赏,阵营专属,优秀,宗门内,3,练气,正道盟发布邪修悬赏令,接下任务,完成后获得大量奖励，正道声望+,无,不参与,无变化,无,,,,6,2160,true,,,,,,,monthly,
F005,邪修挑衅,阵营专属,优秀,宗门内,3,练气,邪修在宗门附近挑衅滋事,出手教训,邪道声望-，正道声望+,无,置之不理,弟子士气小幅下降,无,,,,6,2160,true,,,,,,,monthly,
F006,正道收税,阵营专属,优秀,宗门内,3,练气,正道盟以保护费名义索要灵石,按时缴纳,正道好感稳定，获得庇护,无,拒不缴纳,节省灵石，正道好感大幅下降,无,,,,6,2160,true,,,,,,,monthly,
F007,邪修投诚,阵营专属,优秀,宗门内,3,练气,一名邪修想叛投正道，加入本宗,收下考察,获得一名高战力弟子，有风险,无,拒绝收留,无变化,无,,,,6,2160,true,,,,,,,monthly,
F008,正道排挤,阵营专属,优秀,宗门内,3,练气,周边正道宗门暗中排挤本宗,上门理论,关系缓和，消耗精力,无,暗中反制,正道声望-，获得更多资源空间,无,,,,6,2160,true,,,,,,,monthly,
F009,邪修拜山,阵营专属,优秀,宗门内,3,练气,邪修势力派人递帖拜访,以礼相待,邪道关系缓和，可开展交易,无,拒之门外,邪道好感下降，正道好感微升,无,,,,6,2160,true,,,,,,,monthly,
F010,正邪会战,阵营专属,优秀,宗门内,3,练气,正邪两派在附近开战,闭门中立,双方都不得罪，无收益,无,站队正道,正道声望大幅+，有被波及风险,无,,,,6,2160,true,,,,,,,monthly,
F011,魔修踪迹,阵营专属,稀有,宗门内,3,练气,发现魔修在附近活动的痕迹,通报正道,正道声望大幅+,无,暗中接触,邪道/魔道声望+，获得禁忌知识,无,,,,2,2160,true,,,,,,,monthly,
F012,正道表彰,阵营专属,优秀,宗门内,3,练气,正道盟授予本宗「正道新秀」称号,欣然接受,正道声望大幅+，凡人香火+,无,婉拒称号,保持中立，邪道好感不下降,无,,,,6,2160,true,,,,,,,monthly,
F013,邪修劫掠,阵营专属,优秀,宗门内,3,练气,邪修劫掠了山下的村落,出手驱赶,凡人好感大幅+，邪道声望-,无,坐视不管,节省实力，凡人好感下降,无,,,,6,2160,true,,,,,,,monthly,
F014,正道内斗,阵营专属,优秀,宗门内,3,练气,两个正道宗门内斗，都想拉拢本宗,选边站队,押对获得大量好处，押错损失惨重,无,保持中立,两边都不讨好，无风险,无,,,,6,2160,true,,,,,,,monthly,
F015,邪修丹方,阵营专属,优秀,宗门内,3,练气,邪修兜售一张药效极强的邪道丹方,买下研究,解锁高阶邪丹，有副作用,无,拒绝购买,无变化,无,,,,6,2160,true,,,,,,,monthly,
F016,正道视察,阵营专属,优秀,宗门内,3,练气,正道盟长老来宗门视察,隆重接待,消耗大量灵石，正道好感大幅+,无,正常接待,消耗一般，好感小幅提升,无,,,,6,2160,true,,,,,,,monthly,
F017,邪修下毒,阵营专属,优秀,宗门内,3,练气,疑似邪修对宗门药田下了毒,彻查反击,找出真凶，邪道声望-，消耗资源,无,止损解毒,快速恢复，不深究,无,,,,6,2160,true,,,,,,,monthly,
F018,正邪通商,阵营专属,优秀,宗门内,3,练气,有商人想做正邪两地的中间商，借本宗中转,同意合作,获得大量灵石，中立声望+,无,拒绝,无变化，避免麻烦,无,,,,6,2160,true,,,,,,,monthly,
F019,正道劝降,阵营专属,稀有,宗门内,3,练气,正道盟劝本宗正式归入正道麾下,同意归顺,获得正道全面庇护，失去部分自主权,无,保持独立,继续自由发展，正道好感下降,无,,,,2,2160,true,,,,,,,monthly,
F020,邪修结盟,阵营专属,稀有,宗门内,3,练气,周边邪修势力提议结盟互助,同意结盟,邪道庇护，可共享资源,无,拒绝,邪道好感下降，正道好感微升,无,,,,2,2160,true,,,,,,,monthly,
F021,除魔卫道,阵营专属,优秀,宗门内,3,练气,正道号召各宗一起清缴魔修据点,派兵参与,正道声望大幅+，获得战利品,无,借口不去,节省实力，正道好感下降,无,,,,6,2160,true,,,,,,,monthly,
F022,邪修密信,阵营专属,优秀,宗门内,3,练气,收到邪修的秘密合作信件,回信接触,开启邪道隐藏线,无,销毁信件,当作没发生,无,,,,6,2160,true,,,,,,,monthly,
F023,正道戒律,阵营专属,优秀,宗门内,3,练气,正道盟颁布新戒律，约束附属宗门,严格遵守,正道好感+，宗门自由度下降,无,阳奉阴违,好感不变，保留自主权,无,,,,6,2160,true,,,,,,,monthly,
F024,邪修屠村,阵营专属,优秀,宗门内,3,练气,传闻邪修屠了附近一个村子,调查真相,发现背后隐情，正邪声望各有变动,无,归罪邪修,正道声望+，凡人好感+,无,,,,6,2160,true,,,,,,,monthly,
F025,阵营抉择,阵营专属,稀有,宗门内,3,练气,正邪同时向宗门抛出橄榄枝,偏向正道,锁定正道发展路线（S1生效）,无,偏向邪道,锁定邪道发展路线（S1生效）,无,,,,2,2160,true,,,,,,monthly,,
T_ZF_01,山贼征伐,征伐,普通,战斗胜利,1,练气,【测试用征伐】山贼来袭，验证征伐战斗结算路径,迎战围剿,测试奖励=灵石[PLACEHOLDER],无,暂避锋芒,无,无,,,,10,2160,false,[PLACEHOLDER],[PLACEHOLDER],[PLACEHOLDER],[PLACEHOLDER],,,monthly,
T_ZF_02,妖兽征伐,征伐,普通,战斗胜利,1,练气,【测试用征伐】低阶妖兽出没，验证征伐战斗结算路径,猎杀妖兽,测试奖励=妖兽材料[PLACEHOLDER],无,绕道规避,无,无,,,,10,2160,false,[PLACEHOLDER],[PLACEHOLDER],[PLACEHOLDER],[PLACEHOLDER],,,monthly,
T_ZF_03,散修征伐,征伐,普通,战斗胜利,1,练气,【测试用征伐】敌对散修挑衅，验证征伐战斗结算路径,出手镇压,测试奖励=修为[PLACEHOLDER],无,隐忍退让,无,无,,,,10,2160,false,[PLACEHOLDER],[PLACEHOLDER],[PLACEHOLDER],[PLACEHOLDER],,,,
JIYUAN_01,残阵感悟,奇遇机遇,普通,机缘,1,练气,游历间拾得前人布阵残稿，隐约有阵纹流转之意,研习残稿,item:item_015:3,无,,,,,,,15,2160,true,20,0.15,10,30,2,0.7,monthly,
JIYUAN_02,古阵遗图,奇遇机遇,稀有,机缘,1,练气,秘境遗墟石壁拓印的古阵全图，似可研习成阵,拓印阵图,item:item_016:1,无,,,,,,,5,2160,true,30,0.15,15,40,2,0.7,monthly,
RC001,晨钟问道,宗门常驻,普通,宗门内,1,练气,晨钟响彻山门，弟子云集听道。,率众听道,弟子好感+2,无,各自静修,无,无,,,,8,2160,false,,,,,,,monthly,日常
RC002,灵田夜露,宗门常驻,普通,宗门内,1,练气,夜露凝于灵田，泛起微光，似有灵机。,收露研习,弟子好感+2,无,由它去,无,无,,,,8,2160,false,,,,,,,monthly,日常
RC003,丹房异香,宗门常驻,普通,宗门内,1,练气,丹房飘出阵阵异香，引弟子驻足。,探看丹况,弟子好感+2,无,不打扰,无,无,,,,8,2160,false,,,,,,,monthly,日常
RC004,演武论剑,宗门常驻,普通,宗门内,1,练气,弟子自发于演武场切磋剑艺。,观战指点,弟子好感+3,无,令其自练,无,无,,,,8,2160,false,,,,,,,monthly,日常
RC005,山门访客,宗门常驻,普通,宗门内,1,练气,山下樵夫来山门歇脚避雨。,赐茶闲谈,宗门声望小幅+,无,婉言请离,无,无,,,,6,2160,false,,,,,,,monthly,日常
RC006,灵宠嬉闹,宗门常驻,普通,宗门内,1,练气,御兽峰灵宠在院中追逐嬉闹。,逗弄灵宠,弟子好感+2,无,各司其职,无,无,,,,8,2160,false,,,,,,,monthly,日常
RC007,藏书翻卷,宗门常驻,普通,宗门内,1,练气,弟子于藏经阁翻阅古籍典册。,考校经文,弟子好感+2,无,任其研读,无,无,,,,8,2160,false,,,,,,,monthly,日常
RC008,后山采药,宗门常驻,普通,宗门内,1,练气,后山新出一丛野生灵草。,带徒采药,弟子好感+2,无,标记留存,无,无,,,,8,2160,false,,,,,,,monthly,日常
RC009,弟子对弈,宗门常驻,普通,宗门内,1,练气,两名弟子石桌对弈消遣。,旁观棋局,弟子好感+2,无,唤去修行,无,无,,,,8,2160,false,,,,,,,monthly,日常
RC010,灵泉濯足,宗门常驻,普通,宗门内,1,练气,弟子于灵泉边濯足养神。,一同小憩,弟子好感+3,无,督促用功,无,无,,,,8,2160,false,,,,,,,monthly,日常
RC011,观星夜话,宗门常驻,普通,宗门内,1,练气,夜间弟子聚观星象闲话。,讲星宿道,弟子好感+2,无,各回洞府,无,无,,,,8,2160,false,,,,,,,monthly,日常
RC012,弟子抄经,宗门常驻,普通,宗门内,1,练气,弟子于廊下抄录经卷。,赠好笔砚,弟子好感+2,无,静观其成,无,无,,,,8,2160,false,,,,,,,monthly,日常
RC013,炼器叮当,宗门常驻,普通,宗门内,1,练气,器堂传来叮当锻打之声。,探视匠作,弟子好感+2,无,勿扰匠人,无,无,,,,8,2160,false,,,,,,,monthly,日常
RC014,宗门义诊,宗门常驻,优秀,宗门内,1,练气,弟子为山民施针疗伤。,褒奖仁心,宗门声望小幅+,无,静观其行,无,无,,,,6,2160,false,,,,,,,monthly,日常
RC015,弟子抚琴,宗门常驻,普通,宗门内,1,练气,月下弟子抚琴遣兴。,驻足听琴,弟子好感+2,无,令其早歇,无,无,,,,8,2160,false,,,,,,,monthly,日常
RC016,御兽驯练,宗门常驻,普通,宗门内,1,练气,御兽弟子驯导新入灵兽。,嘉许耐心,弟子好感+2,无,远处观望,无,无,,,,8,2160,false,,,,,,,monthly,日常
RC017,灵膳飘香,宗门常驻,普通,宗门内,1,练气,膳房灵膳飘香引人食指动。,共尝灵膳,弟子好感+3,无,各领份例,无,无,,,,8,2160,false,,,,,,,monthly,日常
RC018,巡山归来,宗门常驻,普通,宗门内,1,练气,巡山弟子带回山间见闻。,听其禀报,弟子好感+2,无,批阅公文,无,无,,,,8,2160,false,,,,,,,monthly,日常
RC019,洗髓闲谈,宗门常驻,普通,宗门内,1,练气,弟子围论洗髓池机缘。,点拨一二,弟子好感+2,无,令自参悟,无,无,,,,8,2160,false,,,,,,,monthly,日常
RC020,宗门灯会,宗门常驻,普通,宗门内,1,练气,入夜山门高悬明灯。,与弟子赏灯,弟子好感+3,无,照常理事,无,无,,,,8,2160,false,,,,,,,monthly,日常
Y001,岁末祭祖,宗门常驻,普通,宗门内,1,练气,年末率众祭告开宗祖师。,亲主祭礼,宗门声望+,无,遣徒代祭,无,无,,,,4,2160,false,,,,,,,monthly,年度
Y002,年终论功,宗门常驻,普通,宗门内,1,练气,岁末评点一年功过。,公开嘉许,弟子好感+3,无,密匣存档,无,无,,,,4,2160,false,,,,,,,monthly,年度
Y003,年关守岁,宗门常驻,普通,宗门内,1,练气,除夕弟子相伴守岁。,同守岁夜,弟子好感+3,无,各归静修,无,无,,,,4,2160,false,,,,,,,monthly,年度
Y004,瑞雪丰年宴,宗门常驻,优秀,宗门内,1,练气,年终设宴庆一年丰稔。,与众同宴,弟子好感+3,无,赐食分尝,无,无,,,,4,2160,false,,,,,,,monthly,年度
Y005,年终盘点,宗门常驻,普通,宗门内,1,练气,岁末清点库府一年积存。,亲察库府,宗门声望+,无,委执事办,无,无,,,,4,2160,false,,,,,,,monthly,年度
Y006,弟子归乡,宗门常驻,普通,宗门内,1,练气,岁末准弟子短假省亲。,厚予盘缠,弟子好感+2,无,限于山门,无,无,,,,4,2160,false,,,,,,,monthly,年度
Y007,年货采办,宗门常驻,普通,宗门内,1,练气,委派下山采办年货。,精备年货,弟子好感+2,无,从简办理,无,无,,,,4,2160,false,,,,,,,monthly,年度
Y008,岁寒三友会,宗门常驻,优秀,宗门内,1,练气,岁末文人雅集唱和。,临帖唱和,宗门声望+,无,不预雅集,无,无,,,,4,2160,false,,,,,,,monthly,年度
Y009,年终述职,宗门常驻,普通,宗门内,1,练气,各堂主岁末述职考绩。,听述考绩,弟子好感+2,无,览表而已,无,无,,,,4,2160,false,,,,,,,monthly,年度
Y010,元旦祈福,宗门常驻,普通,宗门内,1,练气,元旦率众祈愿宗门。,登台祈福,宗门声望+,无,静室独祷,无,无,,,,4,2160,false,,,,,,,monthly,年度
Q001,七载宗门大比,宗门常驻,优秀,宗门内,1,练气,七载大典启宗门大比，群弟子踊跃。,亲临观礼,宗门声望+,无,委长老主持,无,无,,,,2,2160,false,,,,,,,monthly,七载
Q002,太玄论道大会,宗门常驻,优秀,宗门内,1,练气,七载大典开论道大会，群修来贺。,登坛主讲,宗门声望+,无,静听诸家,无,无,,,,1,2160,false,,,,,,,monthly,七载
Q003,七载盛典巡礼,宗门常驻,优秀,宗门内,1,练气,大典之日宗门盛装巡礼。,率众巡礼,弟子好感+3,无,静坐受贺,无,无,,,,2,2160,false,,,,,,,monthly,七载
Q004,名门来贺,宗门常驻,优秀,宗门内,1,练气,周边名门遣使贺七载大典。,盛礼相待,宗门声望+,无,礼数周至,无,无,,,,2,2160,false,,,,,,,monthly,七载
Q005,镇派大典,宗门常驻,优秀,宗门内,1,练气,七载大典行镇派仪轨。,主镇派礼,宗门声望+,无,遣长老代行,无,无,,,,1,2160,false,,,,,,,monthly,七载
